0.074048,0.092912,0.007278,97.131089,-89.772721,-84.191391,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.029823,0.092736,0.007256,-88.685321,-8.267342,89.976459,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.039604,0.095596,0.007326,-89.253155,76.214618,94.150032,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.049704,0.097608,0.007319,89.922760,59.056534,-90.032330,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.075079,0.013803,0.007465,89.996116,62.887000,89.872264,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.080703,0.015731,0.007456,-90.257774,69.034061,-89.730470,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.085540,0.017785,0.007447,-90.199335,63.460497,-89.785084,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.088478,0.019486,0.007442,-90.137194,53.785325,-89.832772,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.092545,0.023195,0.007435,-90.086514,40.327008,-89.872367,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.094702,0.026515,0.007431,-90.505696,-36.836320,-90.391775,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.050126,0.013155,0.007250,89.494234,8.337525,90.371736,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.073728,0.013154,0.007402,99.959805,1.800148,-89.637026,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.063453,0.012539,0.007228,99.970904,-87.482224,-109.517248,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.057202,0.012371,0.007238,-89.174711,-13.692057,90.122434,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.097499,0.031894,0.007426,89.361421,44.185498,-89.453703,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.094702,0.026515,0.007431,-88.747530,-65.796066,91.161135,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.099996,0.040360,0.007434,-90.135698,12.721584,-90.962677,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.100659,0.048753,0.007394,-89.779176,-0.812499,-84.710998,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.100659,0.048753,0.007394,-89.779176,-0.812499,-84.710998,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.099578,0.058799,0.007519,-89.992291,-10.178189,-99.916187,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.097643,0.066440,0.007424,-90.350050,-17.839491,-84.362084,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.094689,0.073952,0.007428,-89.947649,-29.938160,-89.887284,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.085441,0.085615,0.007443,-90.118513,49.832565,90.150554,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.091232,0.079167,0.007434,90.071679,37.730976,-90.122782,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.094689,0.073952,0.007428,93.615468,-53.437686,-87.033754,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.084318,0.086544,0.007379,-90.070394,-46.473014,-89.032021,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.079668,0.089989,0.007387,-90.857744,-57.991667,-97.409440,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.074048,0.092912,0.007278,-91.235440,-68.772601,-86.230107,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.057066,0.097451,0.007307,-89.318076,-81.906481,-89.307455,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.049704,0.097608,0.007319,89.989921,-3.638405,89.902290,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.065555,0.095927,0.007292,-90.017781,8.117928,-89.901511,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.057066,0.097451,0.007307,-89.460916,-79.818854,-89.448355,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
